Sub 0 RXTX 0/0,Sub 1 RXTX 0/0,Sub 2 RXTX 0/0,Sub 3 RXTX 0/0,Sub 4 RXTX 0/0,Sub 5 RXTX 0/0,Sub 6 RXTX 0/0,Sub 7 RXTX 0/0,Sub 8 RXTX 0/0,Sub 9 RXTX 0/0,Sub 10 RXTX 0/0,Sub 11 RXTX 0/0,Sub 12 RXTX 0/0,Sub 13 RXTX 0/0,Sub 14 RXTX 0/0,Sub 15 RXTX 0/0,Sub 16 RXTX 0/0,Sub 17 RXTX 0/0,Sub 18 RXTX 0/0,Sub 19 RXTX 0/0,Sub 20 RXTX 0/0,Sub 21 RXTX 0/0,Sub 22 RXTX 0/0,Sub 23 RXTX 0/0,Sub 24 RXTX 0/0,Sub 25 RXTX 0/0,Sub 26 RXTX 0/0,Sub 27 RXTX 0/0,Sub 28 RXTX 0/0,Sub 29 RXTX 0/0,Sub 30 RXTX 0/0,Sub 31 RXTX 0/0,Sub 32 RXTX 0/0,Sub 33 RXTX 0/0,Sub 34 RXTX 0/0,Sub 35 RXTX 0/0,Sub 36 RXTX 0/0,Sub 37 RXTX 0/0,Sub 38 RXTX 0/0,Sub 39 RXTX 0/0,Sub 40 RXTX 0/0,Sub 41 RXTX 0/0,Sub 42 RXTX 0/0,Sub 43 RXTX 0/0,Sub 44 RXTX 0/0,Sub 45 RXTX 0/0,Sub 46 RXTX 0/0,Sub 47 RXTX 0/0,Sub 48 RXTX 0/0,Sub 49 RXTX 0/0,Sub 50 RXTX 0/0,Sub 51 RXTX 0/0,Sub 52 RXTX 0/0,Sub 53 RXTX 0/0,Sub 54 RXTX 0/0,Sub 55 RXTX 0/0,Sub 56 RXTX 0/0,Sub 57 RXTX 0/0,Sub 58 RXTX 0/0,Sub 59 RXTX 0/0,Sub 60 RXTX 0/0,Sub 61 RXTX 0/0,Sub 62 RXTX 0/0,Sub 63 RXTX 0/0
40.27757204690553,6.020599913279624,29.37016107464814,28.23474229170301,27.958800173440753,27.67897616018091,27.39572344450092,27.363965022766426,26.82145076373832,26.24282095835668,25.95496221825574,26.020599913279625,25.76341350205793,25.76341350205793,26.127838567197355,25.276299008713387,25.276299008713387,25.899496013257078,25.05149978319906,25.276299008713387,25.276299008713387,25.899496013257078,25.76341350205793,25.76341350205793,26.283889300503116,25.622928644564745,25.670263661590603,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,26.60865478003869,27.81755374652469,26.989700043360187,26.989700043360187,27.38780558484369,26.127838567197355,26.063813651106052,25.68201724066995,26.19093330626743,26.45422269349092,26.5991620006985,26.989700043360187,26.9284691927723,27.267272090265724,27.363965022766426,27.363965022766426,26.989700043360187,26.6838591669,27.435097647284298,27.61927838420529,27.867514221455608,27.730546933642625,27.85329835010767,28.29946695941636,28.898617212581886,28.992731873176037
40.27757204690553,6.020599913279624,29.375178920173468,27.723217067229196,28.068580295188177,27.267272090265724,27.267272090265724,27.24275869600789,26.45422269349092,26.444385894678387,26.063813651106052,26.063813651106052,25.622928644564745,25.76341350205793,25.31478917042255,25.4282542695918,24.969296480732147,25.563025007672874,24.487063199050798,25.118833609788744,25.31478917042255,25.71708831808688,25.76341350205793,25.2244423350632,25.118833609788744,26.020599913279625,25.105450102066122,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,26.532125137753436,26.283889300503116,26.90196080028514,26.665179805548807,26.989700043360187,26.074550232146688,26.483600109809316,25.670263661590603,26.020599913279625,26.60865478003869,26.60865478003869,26.857417386022636,26.857417386022636,27.109631189952758,26.60865478003869,27.752462597402364,26.60865478003869,26.702458530741243,27.032913781186615,27.671558660821805,27.671558660821805,27.81755374652469,27.81755374652469,27.98650645445269,28.727388274726685,28.998205024270966
40.27757204690553,6.020599913279624,30.588054866759066,29.20123326290724,28.94869656745253,28.633228601204557,28.633228601204557,28.382192219076256,27.61927838420529,27.363965022766426,27.109631189952758,27.39572344450092,27.16003343634799,26.364878963533656,26.702458530741243,26.483600109809316,26.273658565927324,26.830470382388498,26.273658565927324,26.63700925389648,26.127838567197355,26.830470382388498,27.24275869600789,26.9284691927723,27.16003343634799,26.82145076373832,26.857417386022636,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.458551951737288,27.3559889969818,28.129133566428557,27.730546933642625,27.958800173440753,27.267272090265724,27.723217067229196,27.307822756663892,26.989700043360187,27.634279935629372,27.671558660821805,27.671558660821805,28.020892578817328,28.305886686851444,28.020892578817328,28.356905714924252,28.068580295188177,27.788744720027395,28.457180179666587,28.90979596989689,28.836614351536177,28.992731873176037,28.790958795000726,29.29418925714293,29.831750720378132,29.916690073799487
40.27757204690553,6.020599913279624,29.694159123539812,28.14913181275074,27.85329835010767,27.3559889969818,27.331972651065698,27.17670503002262,26.665179805548807,26.39486489268586,25.987905067631154,25.865873046717546,25.4282542695918,25.31478917042255,25.68201724066995,25.158738437116792,25.118833609788744,25.68201724066995,25.118833609788744,25.118833609788744,25.158738437116792,25.58708570533166,25.68201724066995,25.76341350205793,25.987905067631154,25.289167002776548,25.68201724066995,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,26.273658565927324,26.702458530741243,27.39572344450092,27.09269960975831,27.109631189952758,26.55138434811382,26.60865478003869,26.127838567197355,26.127838567197355,27.032913781186615,26.830470382388498,27.032913781186615,27.16837723299524,27.331972651065698,27.24275869600789,27.551122663950714,27.032913781186615,26.9284691927723,27.458551951737288,27.902851640332415,27.67897616018091,27.87460474518415,28.115750058705935,28.356905714924252,29.030899869919438,28.813846567705728
40.27757204690553,6.020599913279624,29.661417327390325,28.721562727482926,28.40106094456758,27.634279935629372,27.611758131557313,27.60422483423212,27.24275869600789,26.857417386022636,26.11723308007342,26.11723308007342,25.68201724066995,25.76341350205793,25.76341350205793,25.4282542695918,25.987905067631154,25.987905067631154,25.118833609788744,25.987905067631154,25.865873046717546,25.987905067631154,26.19093330626743,26.19093330626743,25.865873046717546,26.45422269349092,26.11723308007342,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.788744720027395,26.6838591669,28.382192219076256,27.85329835010767,27.17670503002262,26.127838567197355,26.830470382388498,25.76341350205793,26.9284691927723,27.458551951737288,26.9284691927723,27.458551951737288,27.24275869600789,27.67897616018091,27.24275869600789,27.752462597402364,27.458551951737288,27.551122663950714,27.671558660821805,28.129133566428557,28.280150642239768,28.129133566428557,28.29946695941636,28.488047010518038,29.185545305502735,29.4101424370557
40.27757204690553,6.020599913279624,30.809870469108873,29.772662124272927,29.138138523837167,28.90979596989689,28.603380065709935,28.790958795000726,28.175653695597806,27.520484478194387,27.16837723299524,27.16837723299524,26.830470382388498,26.483600109809316,27.032913781186615,26.364878963533656,26.60865478003869,26.60865478003869,26.283889300503116,26.020599913279625,26.364878963533656,26.364878963533656,27.551122663950714,26.483600109809316,26.989700043360187,26.522463410033232,28.2865989653532,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.867514221455608,28.068580295188177,28.325089127062363,28.633228601204557,28.325089127062363,27.671558660821805,27.723217067229196,27.520484478194387,27.520484478194387,27.867514221455608,28.129133566428557,28.2020145948564,28.2020145948564,28.692317197309762,28.457180179666587,28.90979596989689,28.524799936368566,28.129133566428557,28.773713458697742,28.992731873176037,29.329808219231982,29.29418925714293,28.94869656745253,29.547247909790627,30.102999566398122,30.406023401140732
40.27757204690553,6.020599913279624,29.29418925714293,27.98650645445269,27.965743332104296,26.848453616444125,27.24275869600789,26.857417386022636,26.532125137753436,26.19093330626743,25.76341350205793,26.283889300503116,25.4282542695918,25.563025007672874,25.71708831808688,25.477747053878225,25.05149978319906,25.289167002776548,24.84299839346786,25.05149978319906,25.289167002776548,25.68201724066995,25.118833609788744,25.4282542695918,25.865873046717546,26.19093330626743,24.60897842756548,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,26.532125137753436,26.5991620006985,27.267272090265724,27.17670503002262,26.63700925389648,26.45422269349092,26.830470382388498,26.364878963533656,26.127838567197355,26.702458530741243,26.702458530741243,27.24275869600789,26.9284691927723,27.39572344450092,27.032913781186615,27.3559889969818,27.032913781186615,27.16837723299524,27.16837723299524,27.81755374652469,27.81755374652469,27.98650645445269,28.06179973983887,28.06179973983887,28.790958795000726,29.0848501887865
40.27757204690553,6.020599913279624,29.449759084120476,28.603380065709935,28.603380065709935,27.97959643737196,27.81755374652469,27.520484478194387,27.032913781186615,27.032913781186615,26.39486489268586,26.283889300503116,25.865873046717546,25.76341350205793,26.11723308007342,26.063813651106052,25.58708570533166,26.063813651106052,25.58708570533166,26.03144372620182,25.622928644564745,26.03144372620182,26.063813651106052,26.11723308007342,26.5991620006985,25.987905067631154,26.074550232146688,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,26.9284691927723,26.857417386022636,27.363965022766426,27.39572344450092,26.9284691927723,26.9284691927723,27.032913781186615,26.63700925389648,26.63700925389648,26.989700043360187,27.16837723299524,27.49736315569061,27.49736315569061,27.664128471123995,27.3559889969818,27.671558660821805,27.671558660821805,27.3559889969818,27.85329835010767,28.169038393756605,28.169038393756605,28.382192219076256,28.129133566428557,28.58537197569639,29.030899869919438,29.49390006644913
40.27757204690553,6.020599913279624,26.283889300503116,25.010592622177516,25.010592622177516,24.712917110589387,24.424797690644485,24.14973347970818,23.891660843645326,23.384564936046047,22.87801729930226,22.87801729930226,22.671717284030137,22.04119982655925,22.50420002308894,22.50420002308894,22.380461031287954,22.380461031287954,21.702617153949575,22.380461031287954,21.84691430817599,23.010299956639813,23.010299956639813,22.50420002308894,23.979400086720375,23.654879848908998,22.85557309007774,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,23.443922736851107,23.443922736851107,23.873898263387293,24.14973347970818,23.891660843645326,23.384564936046047,23.654879848908998,23.443922736851107,23.443922736851107,23.443922736851107,23.443922736851107,23.979400086720375,23.979400086720375,24.345689040341988,24.16640507338281,24.653828514484182,24.16640507338281,23.654879848908998,24.377505628203878,24.60897842756548,24.60897842756548,24.857214264815802,24.712917110589387,25.010592622177516,25.390760987927766,25.899496013257078
40.27757204690553,6.020599913279624,29.464522650130732,28.129133566428557,28.382192219076256,27.67897616018091,27.958800173440753,27.24275869600789,27.032913781186615,27.032913781186615,26.273658565927324,26.63700925389648,26.074550232146688,25.477747053878225,25.888317255942074,25.987905067631154,25.987905067631154,25.987905067631154,25.4282542695918,25.987905067631154,25.563025007672874,25.987905067631154,26.127838567197355,26.283889300503116,26.45422269349092,26.364878963533656,26.55138434811382,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.61927838420529,26.532125137753436,27.634279935629372,26.9284691927723,27.032913781186615,26.702458530741243,26.989700043360187,25.71708831808688,26.82145076373832,27.032913781186615,26.45422269349092,27.38780558484369,27.38780558484369,27.520484478194387,27.17670503002262,27.98650645445269,27.664128471123995,27.331972651065698,27.81755374652469,27.97959643737196,27.85329835010767,28.14913181275074,28.041394323353504,28.506462351830667,29.20123326290724,29.934362304976116
40.27757204690553,6.020599913279624,30.480531731156088,29.309490311675233,29.309490311675233,28.692317197309762,28.506462351830667,28.506462351830667,27.97959643737196,27.49736315569061,27.17670503002262,27.17670503002262,27.032913781186615,27.032913781186615,26.90196080028514,26.6838591669,26.283889300503116,27.067177823367587,26.19093330626743,26.5991620006985,26.78518379040114,26.6838591669,27.38780558484369,26.90196080028514,27.17670503002262,27.16837723299524,27.24275869600789,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.752462597402364,27.39572344450092,28.115750058705935,28.169038393756605,28.041394323353504,27.458551951737288,27.671558660821805,26.989700043360187,27.331972651065698,27.664128471123995,27.81755374652469,27.81755374652469,28.129133566428557,28.175653695597806,28.129133566428557,28.573324964312686,28.129133566428557,28.14913181275074,28.43855422623161,29.036325160842374,29.036325160842374,28.94869656745253,28.88179493918325,29.49390006644913,29.938769149412114,30.0
40.27757204690553,6.020599913279624,30.622058088197125,29.4546858513182,29.030899869919438,28.597385661971472,28.836614351536177,28.169038393756605,27.958800173440753,27.551122663950714,27.16837723299524,26.989700043360187,26.989700043360187,26.989700043360187,26.82145076373832,26.522463410033232,26.39486489268586,26.90196080028514,26.39486489268586,26.39486489268586,26.522463410033232,26.90196080028514,27.17670503002262,27.17670503002262,27.16837723299524,27.032913781186615,26.857417386022636,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.61927838420529,27.39572344450092,28.23474229170301,27.97959643737196,28.129133566428557,27.49736315569061,27.520484478194387,26.90196080028514,27.267272090265724,27.520484478194387,27.61927838420529,27.958800173440753,27.958800173440753,28.129133566428557,28.06179973983887,28.382192219076256,28.06179973983887,27.85329835010767,28.488047010518038,29.014583213961124,28.727388274726685,28.85926339801431,28.87617300335736,29.29418925714293,29.934362304976116,30.15778756389041
40.27757204690553,6.020599913279624,30.629578340845104,29.268567089496923,29.138138523837167,28.727388274726685,28.603380065709935,28.488047010518038,28.06179973983887,27.867514221455608,26.989700043360187,27.363965022766426,26.9284691927723,26.9284691927723,27.267272090265724,26.444385894678387,26.444385894678387,26.857417386022636,26.444385894678387,26.444385894678387,26.45422269349092,26.848453616444125,27.267272090265724,27.307822756663892,27.363965022766426,26.6838591669,27.032913781186615,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,27.664128471123995,27.671558660821805,28.23474229170301,28.129133566428557,28.115750058705935,27.363965022766426,27.634279935629372,26.9284691927723,27.458551951737288,27.752462597402364,27.958800173440753,27.958800173440753,28.23474229170301,28.14913181275074,27.958800173440753,28.692317197309762,27.958800173440753,27.902851640332415,28.382192219076256,28.813846567705728,29.041743682841634,29.030899869919438,28.836614351536177,29.49390006644913,29.894498176666918,29.86771734266245
